Data;Abertura;Máxima;Mínima;Fechamento;SAR Parabólico (0,2 0,02);HiLo Activator [3];Média Móvel E [20];Média Móvel E [200];TR - Pontos de Decisão
3/12/21 18:29;5557;5557,5;5557;5557,5;5557,54;5555,67;5556,31;5561,74;5620
3/12/21 18:29;5556,5;5557;5556,5;5557;5557,6;5555,5;5556,18;5561,78;5620
3/12/21 18:29;5556;5556,5;5555;5556,5;5557,66;5556,83;5556,1;5561,83;5620
3/12/21 18:29;5556;5556;5555,5;5555,5;5557,73;5557;5556,05;5561,88;5620
3/12/21 18:29;5556,5;5557,5;5556;5556;5557,79;5555,67;5556,11;5561,95;5620
3/12/21 18:29;5556,5;5557;5556,5;5557;5557,86;5555,17;5556,12;5562,01;5620
3/12/21 18:29;5556;5556,5;5556;5556,5;5557,93;5555;5556,03;5562,06;5620
3/12/21 18:29;5555,5;5556;5554,5;5556;5558;5556,5;5555,98;5562,11;5620
3/12/21 18:29;5555,5;5556;5555;5555;5554,96;5557,17;5555,98;5562,17;5620
3/12/21 18:29;5556;5557;5555,5;5555,5;5554,83;5557,33;5556,09;5562,25;5620
3/12/21 18:29;5556,5;5556,5;5556;5556;5554,7;5557,5;5556,15;5562,31;5620
3/12/21 18:27;5557;5558;5556,5;5556,5;5554,56;5556,5;5556,16;5562,38;5620
3/12/21 18:27;5557;5557,5;5557;5557,5;5554,5;5555,67;5556,13;5562,44;5620
3/12/21 18:27;5556,5;5557;5556,5;5557;5557,27;5555,17;5555,98;5562,49;5620
3/12/21 18:26;5556;5556,5;5556;5556,5;5557,32;5554,67;5555,88;5562,54;5620
3/12/21 18:26;5555,5;5556;5554,5;5556;5557,38;5556;5555,81;5562,6;5620
3/12/21 18:25;5555,5;5556,5;5555;5555;5557,44;5555,83;5555,79;5562,67;5620
3/12/21 18:24;5555,5;5556;5554,5;5556;5557,5;5556,33;5555,87;5562,75;5620
3/12/21 18:24;5555,5;5555,5;5555;5555;5554,55;5556,83;5555,86;5562,81;5620
3/12/21 18:23;5556;5556;5555,5;5555,5;5554,08;5557;5555,95;5562,89;5620
3/12/21 18:23;5556,5;5557,5;5556;5556;5553,52;5555,83;5556;5562,97;5620
3/12/21 18:23;5556,5;5557;5556,5;5557;5553,04;5555,33;5556;5563,04;5620
3/12/21 18:22;5556;5556,5;5556;5556,5;5552,66;5554,83;5555,89;5563,1;5620
3/12/21 18:20;5555,5;5556;5555;5556;5552,37;5554,5;5555,83;5563,16;5620
3/12/21 18:20;5555;5555,5;5555;5555,5;5552,17;5554;5555,81;5563,24;5620
3/12/21 18:20;5554,5;5555;5554,5;5555;5552,05;5553,17;5555,84;5563,31;5620
3/12/21 18:19;5554;5554,5;5554;5554,5;5552;5552,67;5555,93;5563,4;5620
3/12/21 18:18;5553,5;5554;5553,5;5554;5554,02;5552,5;5556,08;5563,49;5620
3/12/21 18:18;5553;5553,5;5552;5553,5;5554,52;5553,67;5556,3;5563,58;5620
3/12/21 18:18;5553;5553;5552,5;5552,5;5555,03;5554,17;5556,59;5563,68;5620
3/12/21 18:18;5553,5;5553,5;5553;5553;5555,54;5554,67;5557,02;5563,8;5620
3/12/21 18:18;5554;5554,5;5553,5;5553,5;5556,05;5555;5557,45;5563,9;5620
3/12/21 18:18;5554,5;5554,5;5554;5554;5556,56;5555,5;5557,86;5564,01;5620
3/12/21 18:18;5555;5555;5554,5;5554,5;5557,07;5556;5558,27;5564,11;5620
3/12/21 18:17;5555,5;5555,5;5555;5555;5557,59;5556,5;5558,67;5564,21;5620
3/12/21 18:17;5556;5556;5555,5;5555,5;5558,12;5557;5559,05;5564,3;5620
3/12/21 18:17;5556,5;5556,5;5556;5556;5558,64;5557,5;5559,43;5564,39;5620
3/12/21 18:17;5557;5557;5556,5;5556,5;5559,18;5558;5559,79;5564,47;5620
3/12/21 18:17;5557,5;5557,5;5557;5557;5559,73;5558,67;5560,13;5564,55;5620
3/12/21 18:17;5558;5558;5557,5;5557,5;5560,28;5559,5;5560,46;5564,63;5620
3/12/21 18:17;5558,5;5558,5;5558;5558;5560,85;5560;5560,78;5564,7;5620
3/12/21 18:16;5559;5559,5;5558,5;5558,5;5561,37;5560,33;5561,07;5564,77;5620
3/12/21 18:16;5559,5;5560,5;5559;5559;5561,82;5560,5;5561,34;5564,83;5620
3/12/21 18:16;5560;5560;5559,5;5559,5;5562,2;5561,33;5561,58;5564,89;5620
3/12/21 18:16;5560,5;5560,5;5560;5560;5562,5;5561,83;5561,8;5564,94;5620
3/12/21 18:16;5561;5561;5560,5;5560,5;5562,5;5562;5561,99;5564,99;5620
3/12/21 18:15;5561,5;5562,5;5561;5561;5562,85;5560,67;5562,15;5565,04;5620
3/12/21 18:15;5561,5;5562;5561,5;5562;5563,23;5560,5;5562,27;5565,08;5620
3/12/21 18:15;5561;5561,5;5560;5561,5;5563,67;5561,5;5562,3;5565,11;5620
3/12/21 18:15;5561;5561;5560,5;5560,5;5564,03;5562;5562,38;5565,14;5620
3/12/21 18:15;5561,5;5561,5;5561;5561;5564,29;5562,83;5562,58;5565,19;5620
3/12/21 18:15;5562;5562;5561,5;5561,5;5564,47;5563,33;5562,75;5565,23;5620
3/12/21 18:15;5562,5;5562,5;5562;5562;5564,66;5563,5;5562,88;5565,27;5620
3/12/21 18:14;5563;5564;5562,5;5562,5;5564,86;5562,17;5562,97;5565,3;5620
3/12/21 18:14;5563;5563,5;5563;5563,5;5565,07;5562;5563,02;5565,33;5620
3/12/21 18:14;5562,5;5563;5561,5;5563;5565,3;5563;5562,97;5565,35;5620
3/12/21 18:14;5562,5;5562,5;5562;5562;5565,44;5563,5;5562,97;5565,37;5620
3/12/21 18:14;5563;5563;5562,5;5562,5;5565,5;5564,33;5563,07;5565,41;5620
3/12/21 18:14;5563,5;5563,5;5563;5563;5562,58;5564,83;5563,13;5565,44;5620
3/12/21 18:14;5564;5564;5563,5;5563,5;5562,39;5565;5563,15;5565,46;5620
3/12/21 18:10;5564,5;5565,5;5564;5564;5562,2;5563,5;5563,11;5565,48;5620
3/12/21 18:10;5564,5;5565;5564;5565;5562,08;5563,17;5563,02;5565,5;5620
3/12/21 18:10;5564;5564,5;5564;5564,5;5561,96;5563;5562,81;5565,5;5620
3/12/21 18:09;5563,5;5564;5562,5;5564;5561,83;5564,33;5562,63;5565,51;5620
3/12/21 18:09;5563,5;5563,5;5563;5563;5561,7;5564,5;5562,49;5565,53;5620
3/12/21 18:08;5564;5565;5563,5;5563,5;5561,56;5563,33;5562,43;5565,55;5620
3/12/21 18:07;5564;5564,5;5564;5564,5;5561,5;5562,5;5562,32;5565,57;5620
3/12/21 18:07;5563,5;5564;5563,5;5564;5564,22;5562;5562,09;5565,58;5620
3/12/21 18:05;5563;5563,5;5562,5;5563,5;5564,33;5562;5561,89;5565,6;5620
3/12/21 18:02;5562,5;5563;5561,5;5563;5564,45;5563,67;5561,72;5565,62;5620
3/12/21 18:01;5562,5;5563,5;5562;5562;5564,5;5563,83;5561,58;5565,65;5620
3/12/21 18:01;5563;5563;5562,5;5562,5;5561,8;5564;5561,54;5565,68;5620
3/12/21 18:01;5563,5;5564,5;5563;5563;5561,13;5563;5561,44;5565,72;5620
3/12/21 18:01;5563,5;5564;5563,5;5564;5560,41;5562,5;5561,27;5565,74;5620
3/12/21 18:01;5563;5563,5;5563;5563,5;5559,73;5562;5560,99;5565,76;5620
3/12/21 18:01;5562,5;5563;5562,5;5563;5559,11;5561,5;5560,72;5565,78;5620
3/12/21 18:01;5562;5562,5;5562;5562,5;5558,56;5560,67;5560,48;5565,81;5620
3/12/21 18:01;5561,5;5562;5561,5;5562;5558,09;5560;5560,27;5565,84;5620
3/12/21 18:01;5561;5561,5;5561;5561,5;5557,71;5559,17;5560,09;5565,88;5620
3/12/21 17:59;5560,5;5561;5559,5;5561;5557,42;5559;5559,94;5565,93;5620
3/12/21 17:58;5560;5560,5;5559,5;5560,5;5557,23;5559;5559,83;5565,98;5620
3/12/21 17:58;5559,5;5560;5558,5;5560;5557,02;5559,17;5559,76;5566,03;5620
3/12/21 17:57;5559,5;5560,5;5559;5559;5556,8;5559;5559,73;5566,09;5620
3/12/21 17:57;5559,5;5560;5559,5;5560;5556,56;5558,5;5559,81;5566,16;5620
3/12/21 17:57;5559;5559,5;5559;5559,5;5556,5;5557,67;5559,79;5566,22;5620
3/12/21 17:57;5558,5;5559;5558,5;5559;5559,06;5557,17;5559,82;5566,29;5620
3/12/21 17:57;5558;5558,5;5558;5558,5;5559,7;5557;5559,91;5566,37;5620
3/12/21 17:57;5557,5;5558;5556,5;5558;5560,5;5558;5560,06;5566,44;5620
3/12/21 17:56;5557,5;5557,5;5557;5557;5561,26;5558,5;5560,27;5566,53;5620
3/12/21 17:56;5558;5558;5557,5;5557,5;5561,98;5559;5560,62;5566,63;5620
3/12/21 17:56;5558,5;5558,5;5558;5558;5562,63;5559,5;5560,94;5566,72;5620
3/12/21 17:56;5559;5559;5558,5;5558,5;5563,19;5560;5561,25;5566,8;5620
3/12/21 17:56;5559,5;5559,5;5559;5559;5563,66;5560,5;5561,54;5566,89;5620
3/12/21 17:56;5560;5560;5559,5;5559,5;5564,02;5561;5561,81;5566,97;5620
3/12/21 17:56;5560,5;5560,5;5560;5560;5564,27;5561,67;5562,06;5567,04;5620
3/12/21 17:56;5561;5561;5560,5;5560,5;5564,43;5562,17;5562,27;5567,11;5620
3/12/21 17:56;5561,5;5561,5;5561;5561;5564,5;5562,67;5562,46;5567,18;5620
3/12/21 17:55;5562;5562,5;5561,5;5561,5;5561,34;5563,33;5562,61;5567,24;5620
3/12/21 17:55;5562,5;5562,5;5562;5562;5561,14;5563,83;5562,73;5567,3;5620
3/12/21 17:55;5563;5563;5562,5;5562,5;5560,93;5564;5562,81;5567,35;5620
3/12/21 17:52;5563,5;5564,5;5563;5563;5560,7;5562,67;5562,84;5567,4;5620
3/12/21 17:52;5563,5;5564;5563,5;5564;5560,56;5562,17;5562,82;5567,45;5620
3/12/21 17:51;5563;5563,5;5562;5563,5;5560,5;5561,67;5562,7;5567,48;5620
3/12/21 17:51;5562,5;5563;5562,5;5563;5563,38;5561,17;5562,61;5567,52;5620
3/12/21 17:50;5562;5562,5;5562;5562,5;5563,44;5561;5562,57;5567,57;5620
3/12/21 17:50;5561,5;5562;5560,5;5562;5563,5;5562,67;5562,58;5567,62;5620
3/12/21 17:50;5561,5;5561,5;5561;5561;5560,73;5563,17;5562,64;5567,67;5620
3/12/21 17:47;5562;5563;5561,5;5561,5;5560,68;5563,33;5562,81;5567,74;5620
3/12/21 17:47;5562,5;5563,5;5562;5562;5560,62;5561,67;5562,95;5567,8;5620
3/12/21 17:46;5562,5;5563;5561,5;5563;5560,56;5561,83;5563,05;5567,86;5620
3/12/21 17:39;5562,5;5563,5;5562;5562;5560,5;5561,33;5563,05;5567,91;5620
3/12/21 17:38;5562,5;5563;5561,5;5563;5563,44;5561,17;5563,17;5567,97;5620
3/12/21 17:38;5562;5562,5;5562;5562,5;5563,63;5561;5563,18;5568,02;5620
3/12/21 17:37;5561,5;5562;5560,5;5562;5563,83;5562;5563,25;5568,08;5620
3/12/21 17:37;5561,5;5561,5;5561;5561;5563,95;5562,83;5563,39;5568,14;5620
3/12/21 17:37;5562;5562;5561,5;5561,5;5564;5563,33;5563,64;5568,21;5620
3/12/21 17:36;5562,5;5562,5;5562;5562;5561,55;5562;5563,86;5568,28;5620
3/12/21 17:35;5563;5564;5562,5;5562,5;5561,5;5561,83;5564,06;5568,34;5620
3/12/21 17:32;5563;5563,5;5562;5563,5;5564,46;5562;5564,22;5568,4;5620
3/12/21 17:31;5562,5;5563;5561,5;5563;5565,03;5563,17;5564,3;5568,45;5620
3/12/21 17:31;5562,5;5562,5;5562;5562;5565,52;5564;5564,44;5568,5;5620
3/12/21 17:31;5563;5563;5562,5;5562,5;5565,93;5564,5;5564,69;5568,57;5620
3/12/21 17:31;5563,5;5564;5563;5563;5566,26;5564,5;5564,92;5568,63;5620
3/12/21 17:28;5564;5565;5563,5;5563,5;5566,62;5564,33;5565,13;5568,68;5620
3/12/21 17:27;5564;5564,5;5563;5564,5;5567,02;5564,5;5565,3;5568,74;5620
3/12/21 17:27;5564;5564;5563,5;5563,5;5567,33;5565,33;5565,38;5568,78;5620
3/12/21 17:27;5564,5;5564,5;5564;5564;5567,54;5565,83;5565,58;5568,83;5620
3/12/21 17:26;5565;5565;5564,5;5564,5;5567,67;5566;5565,74;5568,88;5620
3/12/21 17:24;5565,5;5566,5;5565;5565;5567,8;5565,83;5565,88;5568,92;5620
3/12/21 17:23;5565,5;5566;5564,5;5566;5567,94;5566,33;5565,97;5568,96;5620
3/12/21 17:22;5565,5;5565,5;5565;5565;5568;5566,83;5565,96;5568,99;5620
3/12/21 17:22;5566;5566;5565,5;5565,5;5565,08;5567;5566,07;5569,03;5620
3/12/21 17:21;5566,5;5567,5;5566;5566;5564,83;5567,17;5566,13;5569,07;5620
3/12/21 17:20;5566,5;5567;5565,5;5567;5564,55;5567,33;5566,14;5569,1;5620
3/12/21 17:20;5566,5;5566,5;5566;5566;5564,25;5567,5;5566,05;5569,12;5620
3/12/21 17:19;5567;5568;5566,5;5566,5;5563,93;5566,33;5566,05;5569,15;5620
3/12/21 17:19;5567;5567,5;5567;5567,5;5563,7;5565,5;5566,01;5569,18;5620
3/12/21 17:17;5566,5;5567;5566;5567;5563,56;5565,17;5565,85;5569,2;5620
3/12/21 17:17;5566;5566,5;5566;5566,5;5563,5;5564,33;5565,73;5569,22;5620
3/12/21 17:11;5565,5;5566;5564,5;5566;5566,56;5564,17;5565,65;5569,25;5620
3/12/21 17:11;5565;5565,5;5565;5565,5;5566,98;5564;5565,61;5569,28;5620
3/12/21 17:09;5564,5;5565;5563,5;5565;5567,46;5565,17;5565,62;5569,32;5620
3/12/21 17:08;5564,5;5565;5564;5564;5567,84;5565,5;5565,69;5569,36;5620
3/12/21 17:08;5565;5565;5564,5;5564,5;5568,13;5566,33;5565,86;5569,41;5620
3/12/21 17:08;5565,5;5565,5;5565;5565;5568,33;5566,83;5566,01;5569,46;5620
3/12/21 17:07;5566;5566;5565,5;5565,5;5568,45;5567,67;5566,11;5569,51;5620
3/12/21 17:04;5566,5;5567,5;5566;5566;5568,5;5567,83;5566,18;5569,55;5620
3/12/21 17:04;5567;5567;5566,5;5566,5;5565,56;5568;5566,2;5569,58;5620
3/12/21 17:03;5567,5;5568,5;5567;5567;5564,92;5567;5566,16;5569,61;5620
3/12/21 17:03;5567,5;5568;5567,5;5568;5564,33;5566,5;5566,08;5569,64;5620
3/12/21 17:03;5567;5567,5;5567;5567,5;5563,81;5565,83;5565,87;5569,66;5620
3/12/21 17:03;5566,5;5567;5566,5;5567;5563,38;5565,33;5565,7;5569,68;5620
3/12/21 17:03;5566;5566,5;5566;5566,5;5563,03;5564,83;5565,57;5569,71;5620
3/12/21 17:02;5565,5;5566;5565;5566;5562,77;5564,17;5565,47;5569,74;5620
3/12/21 17:02;5565;5565,5;5565;5565,5;5562,6;5563,33;5565,41;5569,78;5620
3/12/21 17:02;5564,5;5565;5564,5;5565;5562,5;5562,83;5565,4;5569,82;5620
3/12/21 16:55;5564;5564,5;5563;5564,5;5562,5;5562,67;5565,45;5569,87;5620
3/12/21 16:54;5563,5;5564;5562,5;5564;5564,87;5564,33;5565,55;5569,92;5620
3/12/21 16:52;5563,5;5564,5;5563;5563;5565,46;5564,17;5565,71;5569,98;5620
3/12/21 16:52;5563,5;5564;5562,5;5564;5566,2;5564,33;5565,99;5570,05;5620
3/12/21 16:52;5563,5;5564,5;5563;5563;5567;5564,5;5566,2;5570,11;5620
3/12/21 16:52;5564;5564;5563,5;5563,5;5567,76;5565;5566,54;5570,18;5620
3/12/21 16:52;5564,5;5564,5;5564;5564;5568,48;5565,5;5566,86;5570,25;5620
3/12/21 16:52;5565;5565;5564,5;5564,5;5569,13;5566;5567,16;5570,31;5620
3/12/21 16:52;5565,5;5565,5;5565;5565;5569,69;5566,83;5567,44;5570,37;5620
3/12/21 16:52;5566;5566;5565,5;5565,5;5570,16;5567,33;5567,7;5570,42;5620
3/12/21 16:50;5566,5;5566,5;5566;5566;5570,52;5567,83;5567,93;5570,47;5620
3/12/21 16:49;5567;5568;5566,5;5566,5;5570,77;5568;5568,13;5570,52;5620
3/12/21 16:49;5567,5;5567,5;5567;5567;5570,93;5568,5;5568,31;5570,56;5620
3/12/21 16:49;5568;5568;5567,5;5567,5;5571;5569;5568,44;5570,6;5620
3/12/21 16:48;5568,5;5568,5;5568;5568;5567,8;5569,83;5568,54;5570,63;5620
3/12/21 16:48;5569;5569;5568,5;5568,5;5567,37;5570,33;5568,6;5570,65;5620
3/12/21 16:47;5569,5;5569,5;5569;5569;5566,87;5570,5;5568,61;5570,67;5620
3/12/21 16:46;5570;5571;5569,5;5569,5;5566,31;5569,5;5568,57;5570,69;5620
3/12/21 16:46;5570;5570,5;5570;5570,5;5565,84;5569;5568,47;5570,7;5620
3/12/21 16:46;5569,5;5570;5569,5;5570;5565,48;5568,5;5568,26;5570,71;5620
3/12/21 16:46;5569;5569,5;5569;5569,5;5565,23;5568;5568,07;5570,71;5620
3/12/21 16:46;5568,5;5569;5568,5;5569;5565,07;5567,5;5567,92;5570,72;5620
3/12/21 16:46;5568;5568,5;5568;5568,5;5565;5566,67;5567,81;5570,74;5620
3/12/21 16:46;5567,5;5568;5567,5;5568;5568,04;5565,83;5567,74;5570,76;5620
3/12/21 16:46;5567;5567,5;5567;5567,5;5568,17;5565,33;5567,71;5570,79;5620
3/12/21 16:43;5566,5;5567;5565,5;5567;5568,3;5565,5;5567,73;5570,83;5620
3/12/21 16:42;5566;5566,5;5565;5566,5;5568,44;5566,5;5567,81;5570,86;5620
3/12/21 16:42;5566;5566;5565,5;5565,5;5568,5;5567,33;5567,95;5570,91;5620
3/12/21 16:41;5566,5;5566,5;5566;5566;5565,56;5567,83;5568,21;5570,96;5620
3/12/21 16:41;5567;5567;5566,5;5566,5;5565,37;5568;5568,44;5571,01;5620
3/12/21 16:41;5567,5;5568,5;5567;5567;5565,17;5567;5568,64;5571,06;5620
3/12/21 16:41;5567,5;5568;5567,5;5568;5565,05;5566,17;5568,81;5571,1;5620
3/12/21 16:41;5567;5567,5;5567;5567,5;5565;5565,67;5568,9;5571,13;5620
3/12/21 16:41;5566,5;5567;5566,5;5567;5567,07;5565,5;5569,05;5571,17;5620
3/12/21 16:40;5566;5566,5;5565;5566,5;5567,59;5566,5;5569,26;5571,21;5620
3/12/21 16:40;5566;5566;5565,5;5565,5;5568,11;5567;5569,55;5571,25;5620
3/12/21 16:40;5566,5;5566,5;5566;5566;5568,64;5567,5;5569,98;5571,31;5620
3/12/21 16:40;5567;5567;5566,5;5566,5;5569,18;5568,33;5570,4;5571,37;5620
3/12/21 16:40;5567,5;5567,5;5567;5567;5569,72;5568,83;5570,81;5571,42;5620
3/12/21 16:40;5568;5568;5567,5;5567,5;5570,27;5569,33;5571,21;5571,46;5620
3/12/21 16:40;5568,5;5569,5;5568;5568;5570,84;5569,5;5571,6;5571,5;5620
3/12/21 16:40;5569;5569;5568,5;5568,5;5571,43;5570;5571,98;5571,53;5620
3/12/21 16:40;5569,5;5569,5;5569;5569;5572,03;5570,5;5572,35;5571,56;5620
3/12/21 16:40;5570;5570;5569,5;5569,5;5572,67;5571;5572,7;5571,59;5620
3/12/21 16:40;5570,5;5570,5;5570;5570;5573,33;5571,67;5573,03;5571,61;5620
3/12/21 16:40;5571;5571;5570,5;5570,5;5574,04;5572,17;5573,35;5571,63;5620
3/12/21 16:40;5571,5;5571,5;5571;5571;5574,8;5572,67;5573,65;5571,64;5620
3/12/21 16:40;5572;5572,5;5571,5;5571,5;5575,53;5573;5573,93;5571,65;5620
3/12/21 16:40;5572,5;5572,5;5572;5572;5576,2;5573,5;5574,19;5571,65;5620
3/12/21 16:40;5573;5573;5572,5;5572,5;5576,8;5574;5574,42;5571,64;5620
3/12/21 16:40;5573,5;5573,5;5573;5573;5577,32;5574,5;5574,62;5571,64;5620
3/12/21 16:39;5574;5574;5573,5;5573,5;5577,75;5575;5574,79;5571,62;5620
3/12/21 16:39;5574,5;5574,5;5574;5574;5578,07;5575,5;5574,93;5571,6;5620
3/12/21 16:38;5575;5575;5574,5;5574,5;5578,3;5576,17;5575,03;5571,58;5620
3/12/21 16:38;5575,5;5575,5;5575;5575;5578,44;5576,67;5575,08;5571,55;5620
3/12/21 16:38;5576;5576;5575,5;5575,5;5578,5;5577,5;5575,09;5571,51;5620
3/12/21 16:38;5576,5;5577;5576;5576;5575,94;5577,83;5575,05;5571,47;5620
3/12/21 16:37;5577;5577;5576,5;5576,5;5575,3;5578;5574,95;5571,43;5620
3/12/21 16:37;5577,5;5578,5;5577;5577;5574,5;5577;5574,79;5571,38;5620
3/12/21 16:37;5577,5;5578;5577,5;5578;5573,74;5576,33;5574,55;5571,32;5620
3/12/21 16:37;5577;5577,5;5577;5577,5;5573,02;5575,83;5574,19;5571,25;5620
3/12/21 16:37;5576,5;5577;5576,5;5577;5572,37;5575,33;5573,84;5571,19;5620
3/12/21 16:37;5576;5576,5;5575,5;5576,5;5571,81;5574,83;5573,51;5571,13;5620
3/12/21 16:37;5575,5;5576;5575,5;5576;5571,34;5574,33;5573,19;5571,08;5620
3/12/21 16:37;5575;5575,5;5575;5575,5;5570,98;5573,83;5572,9;5571,03;5620
3/12/21 16:36;5574,5;5575;5574;5575;5570,73;5573,5;5572,63;5570,98;5620
3/12/21 16:36;5574;5574,5;5574;5574,5;5570,57;5573;5572,38;5570,94;5620
3/12/21 16:36;5573,5;5574;5573,5;5574;5570,5;5572,5;5572,15;5570,91;5620
3/12/21 16:36;5573;5573,5;5573;5573,5;5573,66;5571,67;5571,96;5570,88;5620
3/12/21 16:36;5572,5;5573;5572,5;5573;5573,86;5571,17;5571,79;5570,85;5620
3/12/21 16:36;5572;5572,5;5572;5572,5;5574,07;5571;5571,67;5570,83;5620
3/12/21 16:35;5571,5;5572;5570,5;5572;5574,3;5572;5571,58;5570,81;5620
3/12/21 16:35;5571,5;5571,5;5571;5571;5574,44;5572,5;5571,54;5570,8;5620
3/12/21 16:35;5572;5572;5571,5;5571,5;5574,5;5573,33;5571,59;5570,8;5620
3/12/21 16:34;5572,5;5572,5;5572;5572;5571,79;5573,83;5571,6;5570,79;5620
3/12/21 16:34;5573;5573;5572,5;5572,5;5571,2;5574;5571,56;5570,78;5620
3/12/21 16:33;5573,5;5574,5;5573;5573;5570,47;5572,83;5571,46;5570,76;5620
3/12/21 16:33;5573,5;5574;5573;5574;5569,8;5572,5;5571,3;5570,74;5620
3/12/21 16:33;5573;5573,5;5573;5573,5;5569,2;5572;5571,02;5570,71;5620
3/12/21 16:33;5572,5;5573;5572,5;5573;5568,68;5571,5;5570,75;5570,68;5620
3/12/21 16:33;5572;5572,5;5572;5572,5;5568,25;5571;5570,52;5570,66;5620
3/12/21 16:33;5571,5;5572;5571,5;5572;5567,93;5570,5;5570,31;5570,64;5620
3/12/21 16:33;5571;5571,5;5571;5571,5;5567,7;5569,67;5570,13;5570,62;5620
3/12/21 16:33;5570,5;5571;5570,5;5571;5567,56;5569,17;5569,99;5570,61;5620
3/12/21 16:33;5570;5570,5;5570;5570,5;5567,5;5568,33;5569,88;5570,61;5620
3/12/21 16:31;5569,5;5570;5568,5;5570;5570,72;5568,17;5569,82;5570,61;5620
3/12/21 16:31;5569;5569,5;5569;5569,5;5571,15;5568;5569,8;5570,62;5620
3/12/21 16:31;5568,5;5569;5567,5;5569;5571,65;5569;5569,83;5570,63;5620
3/12/21 16:30;5568,5;5568,5;5568;5568;5572,06;5569,5;5569,91;5570,65;5620
3/12/21 16:30;5569;5569;5568,5;5568,5;5572,37;5570;5570,12;5570,67;5620
3/12/21 16:29;5569,5;5569,5;5569;5569;5572,58;5570,5;5570,29;5570,69;5620
3/12/21 16:27;5570;5570;5569,5;5569,5;5572,71;5571,33;5570,42;5570,71;5620
3/12/21 16:26;5570,5;5570,5;5570;5570;5572,77;5571,83;5570,52;5570,72;5620
3/12/21 16:26;5571;5571;5570,5;5570,5;5572,82;5572;5570,57;5570,73;5620
3/12/21 16:25;5571,5;5572,5;5571;5571;5572,88;5570,67;5570,58;5570,73;5620
3/12/21 16:25;5571,5;5572;5571,5;5572;5572,94;5570,5;5570,53;5570,73;5620
3/12/21 16:22;5571;5571,5;5570;5571,5;5573;5571,83;5570,38;5570,72;5620
3/12/21 16:22;5571;5571;5570,5;5570,5;5569,95;5572,33;5570,26;5570,71;5620
3/12/21 16:21;5571,5;5571,5;5571;5571;5569,46;5572,5;5570,24;5570,71;5620
3/12/21 16:19;5572;5573;5571,5;5571,5;5568,88;5571,17;5570,16;5570,71;5620
3/12/21 16:19;5572;5572,5;5571;5572,5;5568,38;5570,67;5570,02;5570,7;5620
3/12/21 16:19;5571,5;5572;5571,5;5572;5567,98;5570,17;5569,76;5570,68;5620
3/12/21 16:19;5571;5571,5;5571;5571,5;5567,68;5570;5569,52;5570,67;5620
3/12/21 16:19;5570,5;5571;5569,5;5571;5567,34;5570;5569,31;5570,66;5620
3/12/21 16:17;5570,5;5571,5;5570;5570;5566,98;5569,83;5569,13;5570,66;5620
3/12/21 16:17;5570,5;5571;5570,5;5571;5566,73;5569,33;5569,04;5570,66;5620
3/12/21 16:16;5570;5570,5;5569,5;5570,5;5566,57;5569;5568,83;5570,66;5620
3/12/21 16:16;5569,5;5570;5569,5;5570;5566,5;5568,5;5568,66;5570,66;5620
3/12/21 16:16;5569;5569,5;5569;5569,5;5569,66;5567,67;5568,52;5570,67;5620
3/12/21 16:15;5568,5;5569;5568,5;5569;5569,86;5567,17;5568,42;5570,68;5620
3/12/21 16:15;5568;5568,5;5568;5568,5;5570,07;5567;5568,35;5570,7;5620
3/12/21 16:15;5567,5;5568;5566,5;5568;5570,3;5568,33;5568,34;5570,72;5620
3/12/21 16:14;5567,5;5568,5;5567;5567;5570,44;5568,83;5568,37;5570,75;5620
3/12/21 16:14;5568;5568;5567,5;5567,5;5570,5;5569,33;5568,52;5570,78;5620
3/12/21 16:14;5568,5;5568,5;5568;5568;5567,52;5569,83;5568,63;5570,82;5620
3/12/21 16:12;5569;5570;5568,5;5568,5;5567,46;5568,5;5568,69;5570,85;5620
3/12/21 16:11;5569;5569,5;5568;5569,5;5567,4;5568,33;5568,71;5570,87;5620
3/12/21 16:10;5569;5570;5568,5;5568,5;5567,34;5568,17;5568,63;5570,88;5620
3/12/21 16:10;5569;5569,5;5569;5569,5;5567,27;5568;5568,64;5570,91;5620
3/12/21 16:09;5568,5;5569;5567,5;5569;5567,21;5569,67;5568,55;5570,92;5620
3/12/21 16:07;5568,5;5569,5;5568;5568;5567,14;5569,83;5568,5;5570,94;5620
3/12/21 16:07;5569;5569;5568,5;5568,5;5567,07;5570;5568,56;5570,97;5620
3/12/21 16:06;5569,5;5570,5;5569;5569;5567;5569;5568,56;5571;5620
3/12/21 16:06;5569,5;5570;5569,5;5570;5570,29;5568,17;5568,52;5571,02;5620
3/12/21 16:06;5569;5569,5;5569;5569,5;5570,36;5567,67;5568,36;5571,03;5620
3/12/21 16:06;5568,5;5569;5568,5;5569;5570,43;5567,5;5568,24;5571,04;5620
3/12/21 16:06;5568;5568,5;5567;5568,5;5570,5;5568,5;5568,16;5571,06;5620
3/12/21 16:06;5568;5568;5567,5;5567,5;5567,34;5569,33;5568,13;5571,09;5620
3/12/21 16:06;5568,5;5568,5;5568;5568;5567,14;5569,83;5568,19;5571,12;5620
3/12/21 16:06;5569;5569;5568,5;5568,5;5566,93;5570;5568,21;5571,15;5620
3/12/21 16:05;5569,5;5570,5;5569;5569;5566,7;5569;5568,18;5571,18;5620
